CURSO_ACADEMICO;CENTRO;ESTUDIO;TIPO_ESTUDIO;ALUMNOS_MATRICULADOS;ALUMNOS_NUEVO_INGRESO;PLAZAS_OFERTADAS;ALUMNOS_GRADUADOS;ALUMNOS_ADAPTA_GRADO_MATRI;ALUMNOS_ADAPTA_GRADO_MATRI_NI;ALUMNOS_ADAPTA_GRADO_TITULADO;ALUMNOS_CON_RECONOCIMIENTO;ALUMNOS_MOVILIDAD_ENTRADA;ALUMNOS_MOVILIDAD_SALIDA;CREDITOS_MATRICULADOS;CREDITOS_RECONOCIDOS;DURACION_MEDIA_GRADUADOS;TASA_EXITO;TASA_RENDIMIENTO;TASA_EFICIENCIA;TASA_ABANDONO;TASA_GRADUACION;FECHA_ACTUALIZACION
2023;Facultad de Filosofía y Letras;2-Investigación y Estudios Avanzados en Historia;Máster;8;7;40;4;0;0;0;0;;0;444.00;0.00;1.00;100.00;95.59;100.00;0.00;57.14;15/09/2024
2023;Facultad de Filosofía y Letras;2-Estudios Avanzados en Historia del Arte;Máster;9;7;35;0;0;0;0;1;3;0;435.00;48.00;;100.00;78.93;;0.00;0.00;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Energías Renovables y Eficiencia Energética;Máster;10;0;;6;0;0;0;6;;0;148.00;125.00;3.00;100.00;69.77;78.95;;;15/09/2024
2023;Facultad de Filosofía y Letras;2-Historia Contemporánea;Máster;2;0;;0;0;0;0;0;;0;50.00;0.00;;100.00;100.00;;;;15/09/2024
2023;Facultad de Filosofía y Letras;2-Ordenación Territorial y Medioambiental;Máster;22;15;25;4;0;0;0;0;2;0;996.00;0.00;1.75;100.00;85.51;86.96;0.00;7.14;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería Electrónica;Máster;25;19;25;6;0;0;0;2;1;0;1134.00;38.00;1.33;92.26;84.62;92.31;0.00;28.57;15/09/2024
2023;Facultad de Educación;2-Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;613;460;465;288;0;0;0;32;3;0;28960.00;454.00;1.30;98.79;95.25;97.07;0.00;53.19;15/09/2024
2023;Facultad de Ciencias Humanas y de la Educación;2-Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;29;24;30;10;0;0;0;0;;0;1488.00;0.00;1.10;99.10;94.88;99.01;0.00;37.50;15/09/2024
2023;Facultad de Ciencias Sociales y Humanas de Teruel;2-Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;15;13;20;4;0;0;0;0;;0;753.00;0.00;1.00;98.30;97.47;100.00;0.00;33.33;15/09/2024
2023;Facultad de Derecho;2-Prevención de riesgos laborales;Máster;30;26;30;0;0;0;0;6;;0;1843.00;283.00;;100.00;99.60;;0.00;0.00;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Arquitectura;Máster;38;28;80;5;0;0;0;0;2;0;2013.00;0.00;1.75;99.41;98.82;76.34;0.00;3.57;15/09/2024
2023;Facultad de Ciencias;2-Modelización e Investigación Matemática, Estadística y Computación;Máster;26;16;17;5;0;0;0;1;5;0;984.00;6.00;1.20;100.00;90.91;96.15;0.00;36.36;15/09/2024
2023;Facultad de Derecho;2-Abogacía;Máster;160;68;100;81;0;0;0;4;;0;6624.00;74.00;2.11;99.75;98.01;98.15;0.00;0.00;15/09/2024
2023;Facultad de Ciencias Humanas y de la Educación;2-Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;3;0;;1;0;0;0;0;;0;42.00;0.00;;100.00;42.86;74.47;;;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería Química;Máster;33;14;40;9;0;0;0;5;6;0;1518.00;60.00;2.00;99.07;94.69;93.95;0.00;9.09;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería Industrial;Máster;200;76;240;47;0;0;0;10;13;14;9693.00;318.00;2.18;95.60;90.23;95.66;0.00;0.00;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería de Telecomunicación;Máster;31;14;30;6;0;0;0;8;1;0;1512.00;96.00;2.00;97.14;96.23;98.26;0.00;0.00;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería Informática;Máster;10;1;60;2;0;0;0;1;7;0;274.50;9.00;2.00;100.00;91.73;90.98;0.00;0.00;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería Mecánica;Máster;31;18;30;7;0;0;0;1;5;0;1194.00;18.00;2.00;96.98;88.29;93.39;0.00;10.00;15/09/2024
2023;Facultad de Ciencias;2-Química Industrial;Máster;22;20;50;10;0;0;0;0;;0;1218.00;0.00;1.00;99.44;94.64;100.00;0.00;50.00;15/09/2024
2023;Facultad de Ciencias;2-Geología: Técnicas y Aplicaciones;Máster;16;11;20;3;0;0;0;0;2;0;762.00;0.00;3.00;100.00;98.06;88.06;0.00;0.00;15/09/2024
2023;Facultad de Ciencias;2-Química Molecular y Catálisis Homogénea;Máster;20;18;25;18;0;0;0;0;1;1;1168.00;0.00;1.06;100.00;96.23;94.90;0.00;88.89;15/09/2024
2023;Facultad de Economía y Empresa;2-Auditoría;Máster;42;32;32;7;0;0;0;0;;0;1893.00;0.00;1.29;96.81;92.76;95.89;0.00;19.23;15/09/2024
2023;Escuela Politécnica Superior;2-Ingeniería Agronómica;Máster;48;17;40;3;0;0;0;7;;1;1405.50;42.00;2.67;91.25;84.39;91.67;0.00;0.00;15/09/2024
2023;Facultad de Ciencias de la Salud y del Deporte;2-Evaluación y Entrenamiento Físico para la Salud;Máster;20;13;20;5;0;0;0;0;;1;894.00;0.00;3.60;95.73;94.39;65.36;0.00;25.00;15/09/2024
2023;Facultad de Filosofía y Letras;2-Mundo Antiguo y Patrimonio Arqueológico;Máster;15;10;30;2;0;0;0;0;2;0;632.00;0.00;1.00;100.00;98.05;100.00;0.00;11.11;15/09/2024
2023;Facultad de Ciencias de la Salud;2-Iniciación a la Investigación en Ciencias de la Enfermería;Máster;;;;0;;;0;;;;;;;;;;;;15/09/2024
2023;Facultad de Economía y Empresa;2-Dirección, Estrategia y Marketing;Máster;23;19;20;6;0;0;0;0;1;0;1107.00;0.00;1.20;100.00;88.25;96.77;0.00;25.00;15/09/2024
2023;Facultad de Ciencias Sociales y Humanas de Teruel;2-Psicología General Sanitaria;Máster;63;30;30;28;0;0;0;1;1;0;2712.00;3.00;2.21;100.00;98.87;96.00;0.00;0.00;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería de Diseño de Producto;Máster;16;10;30;4;0;0;0;0;4;0;657.00;0.00;1.67;100.00;97.64;84.51;0.00;12.50;15/09/2024
2023;Facultad de Filosofía y Letras;2-Consultoría de Información y Comunicación Digital;Máster;34;22;25;6;0;0;0;12;1;0;1422.00;72.00;1.33;96.09;81.52;96.67;0.00;18.18;15/09/2024
2023;Facultad de Derecho;2-Gestión Administrativa;Máster;14;10;30;9;0;0;0;0;;0;591.00;0.00;1.25;100.00;88.83;95.74;0.00;75.00;15/09/2024
2023;Facultad de Filosofía y Letras;2-Investigación en Filosofía;Máster;14;11;12;3;0;0;0;0;2;0;705.00;0.00;1.33;100.00;86.32;92.31;0.00;18.18;15/09/2024
2023;Centro Universitario de la Defensa de Zaragoza;2-Dirección y Gestión de Adquisiciones de Sistemas para la Defensa;Máster;46;23;25;17;0;0;0;3;;0;1398.00;27.00;;100.00;100.00;100.00;0.00;0.00;15/09/2024
2023;Facultad de Derecho;2-Derecho de la Administración Pública;Máster;30;19;20;8;0;0;0;1;1;0;1245.00;3.00;1.00;97.51;85.06;100.00;0.00;57.14;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Programa conjunto en Máster Universitario en Ingeniería Industrial-Máster Universitario en Ingeniería Mecánica;Máster;1;0;;;0;0;;0;;0;12.00;0.00;;100.00;100.00;;;;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Programa conjunto en Máster Universitario en Ingeniería Industrial-Máster Universitario en Energías Renovables y Eficiencia Energética;Máster;11;0;;;0;0;;0;;1;270.00;0.00;;100.00;100.00;;;;15/09/2024
2023;Facultad de Medicina;2-Cond. genéticos, nutric. y amb. del crec. y desarrollo;Máster;38;20;25;19;0;0;0;0;;0;1198.00;0.00;1.00;100.00;99.25;100.00;0.00;33.33;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Robótica, Gráficos y Visión por Computador/Robotics, Graphics and Computer Vision;Máster;63;30;30;23;0;0;0;6;13;1;2889.00;48.00;2.00;99.28;93.75;97.97;0.00;0.00;15/09/2024
2023;Escuela Universitaria Politécnica de Teruel;2-Innovación y Emprendimiento en Tecnologías para la Salud y el Bienestar;Máster;1;0;;0;0;0;0;0;;0;27.00;0.00;;100.00;100.00;;;;15/09/2024
2023;Facultad de Veterinaria;2-Salud Global: Integración de la Salud Ambiental, Humana y Animal;Máster;19;17;30;7;0;0;0;0;;0;1071.00;0.00;1.00;100.00;100.00;100.00;0.00;35.29;15/09/2024
2023;Facultad de Filosofía y Letras;2-Enseñanza del Español como Lengua Extranjera;Máster;35;30;30;15;0;0;0;1;1;0;1812.00;6.00;1.14;99.45;99.09;98.04;0.00;41.38;15/09/2024
2023;Facultad de Ciencias;2-Biofísica y Biotecnología Cuantitativa/Biophysics and Quantitative Biotechnology;Máster;32;17;24;10;0;0;0;1;5;2;1500.00;30.00;2.00;99.55;97.78;100.00;0.00;0.00;15/09/2024
2023;Facultad de Ciencias;2-Economía Circular;Máster;17;8;40;4;0;0;0;0;;0;813.00;0.00;2.00;100.00;87.55;98.45;0.00;0.00;15/09/2024
2023;Facultad de Ciencias;2-Física del Universo: Cosmología, Astrofísica, Partículas y Astropartículas;Máster;22;6;30;9;0;0;0;0;2;0;684.00;0.00;2.00;100.00;90.48;99.26;0.00;0.00;15/09/2024
2023;Facultad de Filosofía y Letras;2-Culturas e Identidades Hispánicas;Máster;3;0;;1;0;0;0;0;;0;96.00;0.00;2.00;100.00;76.92;100.00;;;15/09/2024
2023;Facultad de Veterinaria;2-Nutrición Animal;Máster;14;14;30;;0;0;;0;;0;840.00;0.00;;100.00;100.00;;0.00;0.00;15/09/2024
2023;Facultad de Veterinaria;2-Calidad, Seguridad y Tecnología de los Alimentos;Máster;36;19;30;7;0;0;0;0;;0;1677.00;0.00;2.00;100.00;96.38;100.00;0.00;0.00;15/09/2024
2023;Facultad de Ciencias Sociales y del Trabajo;2-Gestión Estratégica de Recursos Humanos;Máster;57;29;30;16;0;0;0;13;;0;2344.00;226.00;2.00;98.64;94.86;100.00;0.00;0.00;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería Biomédica;Máster;49;27;40;16;0;0;0;6;1;2;2310.00;72.00;2.06;98.31;98.31;95.55;0.00;0.00;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Energías Renovables y Eficiencia Energética;Máster;35;19;30;9;0;0;0;1;24;0;1422.00;15.00;2.00;99.06;93.76;100.00;0.00;0.00;15/09/2024
2023;Facultad de Medicina;2-Inmunología Tumoral e Inmunoterapia del Cáncer;Máster;37;20;30;13;0;0;0;0;;0;1731.00;0.00;2.00;100.00;100.00;100.00;0.00;0.00;15/09/2024
2023;Facultad de Ciencias Humanas y de la Educación;2-Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;22;19;20;12;0;0;0;2;;0;1182.00;18.00;1.09;98.82;85.03;98.37;0.00;55.56;15/09/2024
2023;Facultad de Filosofía y Letras;2-Historia Contemporánea;Máster;13;13;40;2;0;0;0;0;2;0;780.00;0.00;1.00;99.14;93.50;100.00;0.00;15.38;15/09/2024
2023;Facultad de Ciencias;2-Erasmus Mundus en Ingeniería de Membranas para un Desarrollo Sostenible;Máster;15;15;20;;0;0;;5;;0;442.00;155.00;;100.00;100.00;;0.00;0.00;15/09/2024
2023;Facultad de Ciencias;2-Economía Circular;Máster;;;;;;;;1;;;;12.00;;;;;;;15/09/2024
2023;Escuela de Ingeniería y Arquitectura;2-Ingeniería de Telecomunicación;Máster;;;;;;;;16;;;;864.00;;;;;;;15/09/2024
2023;Escuela de Doctorado;4-Movilidad Doctorado;Movilidad de entrada;2;0;;;0;0;;;2;0;0.00;;;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Ciencias de la antigüedad;Doctorado;34;8;10;4;0;0;0;0;;0;0.00;0.00;6.01;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Estudios ingleses;Doctorado;33;5;10;7;0;0;0;0;;0;0.00;0.00;4.92;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Literaturas hispánicas;Doctorado;23;4;20;3;0;0;0;0;;0;0.00;0.00;4.92;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Filosofía;Doctorado;29;7;8;5;0;0;0;0;;0;0.00;0.00;4.02;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Historia contemporánea;Doctorado;31;9;15;4;0;0;0;0;;0;0.00;0.00;4.77;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Historia del arte;Doctorado;48;14;20;7;0;0;0;0;;0;0.00;0.00;5.72;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Historia, sociedad y cultura: épocas medieval y moderna;Doctorado;24;7;8;3;0;0;0;0;;0;0.00;0.00;5.30;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Lingüística hispánica;Doctorado;21;6;25;5;0;0;0;0;;0;0.00;0.00;4.47;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Bioquímica y biología molecular;Doctorado;107;23;30;33;0;0;0;0;;0;0.00;0.00;4.66;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Calidad, seguridad y tecnología de los alimentos;Doctorado;33;8;15;6;0;0;0;0;;0;0.00;0.00;4.84;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Ciencia analítica en química;Doctorado;32;6;15;6;0;0;0;0;;0;0.00;0.00;4.44;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Física;Doctorado;109;27;50;15;0;0;0;0;;0;0.00;0.00;4.71;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Geología;Doctorado;37;10;11;7;0;0;0;0;;0;0.00;0.00;4.31;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Matemáticas y estadística;Doctorado;30;7;5;6;0;0;0;0;;0;0.00;0.00;3.62;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Producción animal;Doctorado;22;4;6;2;0;0;0;0;;0;0.00;0.00;3.62;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Química física;Doctorado;15;2;10;4;0;0;0;0;;0;0.00;0.00;4.53;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Química inorgánica;Doctorado;40;12;18;5;0;0;0;0;;0;0.00;0.00;4.05;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Química orgánica;Doctorado;41;9;12;8;0;0;0;0;;0;0.00;0.00;4.92;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Ciencias biomédicas y biotecnológicas;Doctorado;41;3;20;10;0;0;0;0;;0;0.00;0.00;5.07;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Ciencias de la salud y del deporte;Doctorado;138;30;30;13;0;0;0;0;;0;0.00;0.00;4.13;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Medicina;Doctorado;287;41;75;31;0;0;0;0;;0;0.00;0.00;4.79;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Medicina y sanidad animal;Doctorado;49;7;15;8;0;0;0;0;;0;0.00;0.00;4.83;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Contabilidad y finanzas;Doctorado;31;11;18;3;0;0;0;0;;0;0.00;0.00;5.52;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Derecho;Doctorado;116;22;30;9;0;0;0;0;;0;0.00;0.00;4.97;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Derechos humanos y libertades fundamentales;Doctorado;43;9;10;6;0;0;0;0;;0;0.00;0.00;4.75;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Economía;Doctorado;47;7;15;9;0;0;0;0;;0;0.00;0.00;5.12;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Economía y gestión de las organizaciones;Doctorado;39;12;20;6;0;0;0;0;;0;0.00;0.00;3.06;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Educación;Doctorado;111;26;25;15;0;0;0;0;;0;0.00;0.00;3.86;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Ordenación del territorio y medio ambiente;Doctorado;46;14;25;5;0;0;0;0;;0;0.00;0.00;4.78;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Relaciones de género y estudios feministas;Doctorado;17;4;30;4;0;0;0;0;;0;0.00;0.00;5.40;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Sociología de las políticas públicas y sociales;Doctorado;56;11;20;9;0;0;0;0;;0;0.00;0.00;4.76;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Ciencias agrarias y del medio natural;Doctorado;54;16;30;7;0;0;0;0;;0;0.00;0.00;4.83;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Energías renovables y eficiencia energética;Doctorado;38;7;15;7;0;0;0;0;;0;0.00;0.00;5.66;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Ingeniería biomédica;Doctorado;62;14;10;10;0;0;0;0;;0;0.00;0.00;4.87;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Ingeniería de diseño y fabricación;Doctorado;38;8;20;4;0;0;0;0;;0;0.00;0.00;5.66;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Ingeniería de sistemas e informática;Doctorado;93;16;30;14;0;0;0;0;;0;0.00;0.00;4.42;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Ingeniería electrónica;Doctorado;33;2;10;6;0;0;0;0;;0;0.00;0.00;4.61;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Ingeniería mecánica;Doctorado;51;8;25;7;0;0;0;0;;0;0.00;0.00;5.12;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Ingeniería química y del medio ambiente;Doctorado;93;22;60;12;0;0;0;0;;0;0.00;0.00;4.49;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Mecánica de fluidos;Doctorado;17;5;3;2;0;0;0;0;;0;0.00;0.00;5.21;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Nuevos territorios en la arquitectura;Doctorado;34;4;10;4;0;0;0;0;;0;0.00;0.00;5.75;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Tecnologías de la información y comunicaciones en redes moviles;Doctorado;15;2;10;;0;0;;0;;0;0.00;0.00;;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Información y Comunicación;Doctorado;37;7;6;10;0;0;0;0;;0;0.00;0.00;4.08;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Patrimonio, Sociedades y Espacios de Frontera;Doctorado;25;5;8;2;0;0;0;0;;0;0.00;0.00;3.68;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Logística y gestión de la cadena de suministro;Doctorado;2;0;8;2;0;0;0;0;;0;0.00;0.00;4.20;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Psicología;Doctorado;47;16;20;3;0;0;0;0;;0;0.00;0.00;4.14;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD Sistemas eficientes de producción y calidad agroalimentaria;Doctorado;;;4;;;;;;;;;;;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD en Relaciones Laborales y Recursos Humanos;Doctorado;3;3;10;;0;0;;0;;0;0.00;0.00;;;;;;;15/09/2024
2023;Escuela de Doctorado;3-PD en Salud Global: Determinantes e Interacción de la Salud Humana, Animal y Ambiental;Doctorado;3;3;4;;0;0;;0;;0;0.00;0.00;;;;;;;15/09/2024
2023;Escuela de Doctorado;3-Programa de Doctorado en Didáctica de las Ciencias Experimentales;Doctorado;3;3;6;;0;0;;0;;0;0.00;0.00;;;;;;;15/09/2024
